,id,event_id,down_time,up_time,action_time,activity,down_event,up_event,text_change,cursor_position,word_count
48463,015aa732,51,123670,123769,99,Input,q,q,q,28,4
48464,015aa732,52,123769,123841,72,Input,q,q,q,29,4
48465,015aa732,53,123914,124001,87,Input,q,q,q,30,4
48466,015aa732,54,123969,124049,80,Input,q,q,q,31,4
48467,015aa732,55,124065,124209,144,Input,Space,Space, ,32,4
48468,015aa732,56,129658,129760,102,Input,q,q,q,33,5
48469,015aa732,57,129734,129802,68,Input,q,q,q,34,5
48470,015aa732,58,129896,129976,80,Input,q,q,q,35,5
48471,015aa732,59,129954,130049,95,Input,q,q,q,36,5
48472,015aa732,60,130098,130239,141,Input,q,q,q,37,5
48473,015aa732,61,130233,130327,94,Input,q,q,q,38,5
48474,015aa732,62,130265,130320,55,Input,q,q,q,39,5
48475,015aa732,63,130716,130824,108,Input,q,q,q,40,5
48476,015aa732,64,130849,130994,145,Input,Space,Space, ,41,5
48477,015aa732,65,130969,131113,144,Input,q,q,q,42,6
48478,015aa732,66,131138,131206,68,Input,q,q,q,43,6
48479,015aa732,67,131225,131337,112,Input,q,q,q,44,6
48480,015aa732,68,131578,131736,158,Input,Space,Space, ,45,6
48481,015aa732,69,141564,141650,86,Input,q,q,q,46,7
48482,015aa732,70,141771,141825,54,Input,q,q,q,47,7
48483,015aa732,71,141922,141985,63,Input,q,q,q,48,7
48484,015aa732,72,141923,141986,63,Input,q,q,q,49,7
48485,015aa732,73,142010,142121,111,Input,q,q,q,50,7
48486,015aa732,74,142104,142178,74,Input,q,q,q,51,7
48487,015aa732,75,142408,142490,82,Remove/Cut,Backspace,Backspace,q,50,7
48488,015aa732,76,142553,142640,87,Remove/Cut,Backspace,Backspace,q,49,7
48489,015aa732,77,142711,142792,81,Remove/Cut,Backspace,Backspace,q,48,7
48490,015aa732,78,142913,143008,95,Remove/Cut,Backspace,Backspace,q,47,7
48491,015aa732,79,143234,143305,71,Input,q,q,q,48,7
48492,015aa732,80,143330,143457,127,Input,q,q,q,49,7
48493,015aa732,81,143434,143489,55,Input,q,q,q,50,7
48494,015aa732,82,143584,143649,65,Input,q,q,q,51,7
48495,015aa732,83,143684,143753,69,Input,q,q,q,52,7
48496,015aa732,84,143842,143984,142,Input,Space,Space, ,53,7
48497,015aa732,85,143979,144074,95,Input,q,q,q,54,8
48498,015aa732,86,144090,144161,71,Input,q,q,q,55,8
48499,015aa732,87,144171,144249,78,Input,q,q,q,56,8
48500,015aa732,88,144385,144449,64,Input,q,q,q,57,8
48501,015aa732,89,147554,147729,175,Input,Space,Space, ,58,8
48502,015aa732,90,147914,148064,150,Input,q,q,q,59,9
48503,015aa732,91,148074,148161,87,Input,q,q,q,60,9
48504,015aa732,92,148290,148337,47,Input,q,q,q,61,9
48505,015aa732,93,148913,149025,112,Remove/Cut,Backspace,Backspace,q,60,9
48506,015aa732,94,149005,149137,132,Input,q,q,q,61,9
48507,015aa732,95,149145,149233,88,Input,q,q,q,62,9
48508,015aa732,96,149324,149416,92,Input,q,q,q,63,9
48509,015aa732,97,149401,149520,119,Input,Space,Space, ,64,9
48510,015aa732,98,149513,149608,95,Input,q,q,q,65,10
48511,015aa732,99,149573,149648,75,Input,q,q,q,66,10
48512,015aa732,100,149753,149841,88,Input,q,q,q,67,10
48513,015aa732,101,149939,150065,126,Input,Space,Space, ,68,10
48514,015aa732,102,157306,157401,95,Input,q,q,q,69,11
48515,015aa732,103,157561,157665,104,Input,q,q,q,70,11
48516,015aa732,104,158170,158306,136,Input,q,q,q,71,11
48517,015aa732,105,158370,158522,152,Input,Space,Space, ,72,11
48518,015aa732,106,158460,158515,55,Input,q,q,q,73,12
48519,015aa732,107,158617,158689,72,Input,q,q,q,74,12
48520,015aa732,108,158674,158824,150,Input,q,q,q,75,12
48521,015aa732,109,158823,158875,52,Input,q,q,q,76,12
48522,015aa732,110,158881,158963,82,Input,q,q,q,77,12
48523,015aa732,111,159034,159145,111,Input,q,q,q,78,12
48524,015aa732,112,159134,159208,74,Input,.,.,.,79,12
48525,015aa732,113,159266,159409,143,Input,Space,Space, ,80,12
48526,015aa732,114,167936,167936,0,Nonproduction,Shift,Shift,NoChange,80,12
48527,015aa732,115,168060,168162,102,Input,q,q,q,81,13
48528,015aa732,116,168170,168225,55,Input,q,q,q,82,13
48529,015aa732,117,168338,168413,75,Input,q,q,q,83,13
48530,015aa732,118,168522,168601,79,Input,q,q,q,84,13
48531,015aa732,119,168595,168697,102,Input,q,q,q,85,13
48532,015aa732,120,168674,168794,120,Input,Space,Space, ,86,13
48533,015aa732,121,168751,168809,58,Input,q,q,q,87,14
48534,015aa732,122,168870,168965,95,Input,q,q,q,88,14
48535,015aa732,123,169036,169066,30,Input,Enter,Enter,"
",89,14
48536,015aa732,124,169147,169276,129,Input,q,q,q,90,14
48537,015aa732,125,169307,169443,136,Input,Space,Space, ,91,14
48538,015aa732,126,169563,169628,65,Remove/Cut,Backspace,Backspace, ,90,14
48539,015aa732,127,169701,169779,78,Remove/Cut,Backspace,Backspace,q,89,14
48540,015aa732,128,170125,170210,85,Remove/Cut,Backspace,Backspace,"
",88,14
48541,015aa732,129,170898,170961,63,Input,',',',89,14
48542,015aa732,130,170970,171113,143,Input,q,q,q,90,14
48543,015aa732,131,171050,171185,135,Input,Space,Space, ,91,14
48544,015aa732,132,171138,171201,63,Input,q,q,q,92,15
48545,015aa732,133,171290,171354,64,Input,q,q,q,93,15
48546,015aa732,134,171322,171378,56,Input,q,q,q,94,15
48547,015aa732,135,171468,171570,102,Input,q,q,q,95,15
48548,015aa732,136,171555,171632,77,Input,q,q,q,96,15
48549,015aa732,137,171683,171778,95,Input,q,q,q,97,15
48550,015aa732,138,171769,171858,89,Input,q,q,q,98,15
48551,015aa732,139,171860,171986,126,Input,q,q,q,99,15
48552,015aa732,140,171955,172106,151,Input,Space,Space, ,100,15
48553,015aa732,141,174204,174291,87,Input,q,q,q,101,16
48554,015aa732,142,174396,174427,31,Input,q,q,q,102,16
48555,015aa732,143,174939,175041,102,Remove/Cut,Backspace,Backspace,q,101,16
48556,015aa732,144,175180,175274,94,Input,q,q,q,102,16
48557,015aa732,145,175306,175459,153,Input,Space,Space, ,103,16
48558,015aa732,146,175474,175633,159,Input,q,q,q,104,17
48559,015aa732,147,175602,175666,64,Input,q,q,q,105,17
48560,015aa732,148,175754,175844,90,Input,q,q,q,106,17
48561,015aa732,149,175811,175931,120,Input,q,q,q,107,17
48562,015aa732,150,175915,176034,119,Input,Space,Space, ,108,17
48563,015aa732,151,175955,176030,75,Input,q,q,q,109,18
48564,015aa732,152,176043,176179,136,Input,q,q,q,110,18
48565,015aa732,153,176180,176225,45,Input,q,q,q,111,18
48566,015aa732,154,176291,176380,89,Input,q,q,q,112,18
48567,015aa732,155,176502,176554,52,Input,q,q,q,113,18
48568,015aa732,156,176645,176722,77,Input,q,q,q,114,18
48569,015aa732,157,176684,176803,119,Input,q,q,q,115,18
48570,015aa732,158,176820,176915,95,Input,q,q,q,116,18
48571,015aa732,159,176996,177122,126,Input,q,q,q,117,18
48572,015aa732,160,177196,177347,151,Input,Space,Space, ,118,18
48573,015aa732,161,179890,179890,0,Nonproduction,Leftclick,Leftclick,NoChange,6,18
48574,015aa732,162,180300,180300,0,Nonproduction,Shift,Shift,NoChange,6,18
48575,015aa732,163,180707,180789,82,Replace,q,q,qqqq q => q,1,17
48576,015aa732,164,181189,181190,1,Nonproduction,Leftclick,Leftclick,NoChange,113,17
48577,015aa732,165,183001,183066,65,Input,q,q,q,114,18
48578,015aa732,166,183188,183267,79,Input,q,q,q,115,18
48579,015aa732,167,183356,183482,126,Input,Space,Space, ,116,18
48580,015aa732,168,183476,183549,73,Input,q,q,q,117,19
48581,015aa732,169,183716,183827,111,Input,q,q,q,118,19
48582,015aa732,170,183783,183833,50,Input,q,q,q,119,19
48583,015aa732,171,183939,184018,79,Input,q,q,q,120,19
48584,015aa732,172,184260,184334,74,Input,q,q,q,121,19
48585,015aa732,173,184504,184586,82,Remove/Cut,Backspace,Backspace,q,120,19
48586,015aa732,174,184667,184739,72,Input,q,q,q,121,19
48587,015aa732,175,184810,184884,74,Input,q,q,q,122,19
48588,015aa732,176,184868,185002,134,Input,q,q,q,123,19
48589,015aa732,177,184963,185082,119,Input,Space,Space, ,124,19
48590,015aa732,178,185029,185107,78,Input,q,q,q,125,20
48591,015aa732,179,185252,185323,71,Input,q,q,q,126,20
48592,015aa732,180,185387,185480,93,Input,q,q,q,127,20
48593,015aa732,181,185478,185627,149,Input,q,q,q,128,20
48594,015aa732,182,185571,185706,135,Input,q,q,q,129,20
48595,015aa732,183,186212,186333,121,Input,q,q,q,130,20
48596,015aa732,184,189604,189764,160,Input,",",",",",",131,20
48597,015aa732,185,190485,190643,158,Input,Space,Space, ,132,20
48598,015aa732,186,190732,190835,103,Input,q,q,q,133,21
48599,015aa732,187,190938,191027,89,Input,q,q,q,134,21
48600,015aa732,188,191028,191105,77,Input,q,q,q,135,21
48601,015aa732,189,191104,191218,114,Input,q,q,q,136,21
48602,015aa732,190,191187,191310,123,Input,Space,Space, ,137,21
48603,015aa732,191,191242,191307,65,Input,q,q,q,138,22
48604,015aa732,192,191371,191493,122,Input,q,q,q,139,22
48605,015aa732,193,191486,191521,35,Input,q,q,q,140,22
48606,015aa732,194,191611,191674,63,Input,q,q,q,141,22
48607,015aa732,195,192035,192092,57,Input,q,q,q,142,22
48608,015aa732,196,192187,192267,80,Input,q,q,q,143,22
48609,015aa732,197,192235,192348,113,Input,q,q,q,144,22
48610,015aa732,198,192382,192467,85,Input,q,q,q,145,22
48611,015aa732,199,192548,192675,127,Input,q,q,q,146,22
48612,015aa732,200,192844,192979,135,Input,Space,Space, ,147,22
48613,015aa732,201,198438,198541,103,Input,q,q,q,148,23
48614,015aa732,202,198588,198667,79,Input,q,q,q,149,23
48615,015aa732,203,198756,198850,94,Input,q,q,q,150,23
48616,015aa732,204,198916,198994,78,Input,q,q,q,151,23
48617,015aa732,205,198987,199082,95,Input,q,q,q,152,23
48618,015aa732,206,199139,199250,111,Input,q,q,q,153,23
48619,015aa732,207,199228,199362,134,Input,Space,Space, ,154,23
48620,015aa732,208,199323,199426,103,Input,q,q,q,155,24
48621,015aa732,209,199390,199466,76,Input,q,q,q,156,24
48622,015aa732,210,199523,199634,111,Input,q,q,q,157,24
48623,015aa732,211,199595,199674,79,Input,q,q,q,158,24
48624,015aa732,212,199748,199900,152,Input,Space,Space, ,159,24
48625,015aa732,213,205566,205682,116,Input,q,q,q,160,25
48626,015aa732,214,205661,205722,61,Input,q,q,q,161,25
48627,015aa732,215,205827,205890,63,Input,q,q,q,162,25
48628,015aa732,216,205883,206010,127,Input,Space,Space, ,163,25
48629,015aa732,217,205963,206076,113,Input,q,q,q,164,26
48630,015aa732,218,206077,206164,87,Input,q,q,q,165,26
48631,015aa732,219,206163,206282,119,Input,q,q,q,166,26
48632,015aa732,220,206290,206370,80,Input,q,q,q,167,26
48633,015aa732,221,206363,206500,137,Input,q,q,q,168,26
48634,015aa732,222,206475,206603,128,Input,Space,Space, ,169,26
48635,015aa732,223,206539,206603,64,Input,q,q,q,170,27
48636,015aa732,224,206699,206771,72,Input,q,q,q,171,27
48637,015aa732,225,206750,206850,100,Input,Space,Space, ,172,27
48638,015aa732,226,206828,206933,105,Input,q,q,q,173,28
48639,015aa732,227,206943,207003,60,Input,q,q,q,174,28
48640,015aa732,228,207102,207154,52,Input,q,q,q,175,28
48641,015aa732,229,207140,207251,111,Input,q,q,q,176,28
48642,015aa732,230,207220,207346,126,Input,Space,Space, ,177,28
48643,015aa732,231,207355,207434,79,Input,q,q,q,178,29
48644,015aa732,232,207428,207538,110,Input,q,q,q,179,29
48645,015aa732,233,207563,207635,72,Input,q,q,q,180,29
48646,015aa732,234,208853,208924,71,Remove/Cut,Backspace,Backspace,q,179,29
48647,015aa732,235,209005,209110,105,Remove/Cut,Backspace,Backspace,q,178,29
48648,015aa732,236,209156,209259,103,Remove/Cut,Backspace,Backspace,q,177,28
48649,015aa732,237,209583,209666,83,Input,q,q,q,178,29
48650,015aa732,238,209647,209747,100,Input,q,q,q,179,29
48651,015aa732,239,209735,209843,108,Input,q,q,q,180,29
48652,015aa732,240,209867,209988,121,Input,q,q,q,181,29
48653,015aa732,241,209900,209964,64,Input,q,q,q,182,29
48654,015aa732,242,210059,210136,77,Input,q,q,q,183,29
48655,015aa732,243,210137,210282,145,Input,q,q,q,184,29
48656,015aa732,244,210252,210316,64,Input,q,q,q,185,29
48657,015aa732,245,210333,210458,125,Input,Space,Space, ,186,29
48658,015aa732,246,210420,210532,112,Input,q,q,q,187,30
48659,015aa732,247,210523,210603,80,Input,q,q,q,188,30
48660,015aa732,248,210636,210770,134,Input,q,q,q,189,30
48661,015aa732,249,210765,210835,70,Input,q,q,q,190,30
48662,015aa732,250,210869,211004,135,Input,q,q,q,191,30
48663,015aa732,251,214983,215099,116,Input,.,.,.,192,30
48664,015aa732,252,215178,215300,122,Input,Space,Space, ,193,30
48665,015aa732,253,224286,224286,0,Nonproduction,Shift,Shift,NoChange,193,30
48666,015aa732,254,225861,225987,126,Input,q,q,q,194,31
48667,015aa732,255,226182,226328,146,Input,q,q,q,195,31
48668,015aa732,256,227300,227476,176,Input,Space,Space, ,196,31
48669,015aa732,257,227508,227636,128,Input,q,q,q,197,32
48670,015aa732,258,227676,227763,87,Input,q,q,q,198,32
48671,015aa732,259,227868,227932,64,Input,q,q,q,199,32
48672,015aa732,260,228044,228109,65,Input,q,q,q,200,32
48673,015aa732,261,228187,228244,57,Input,q,q,q,201,32
48674,015aa732,262,228232,228316,84,Input,q,q,q,202,32
48675,015aa732,263,228308,228436,128,Input,Space,Space, ,203,32
48676,015aa732,264,228742,228849,107,Input,q,q,q,204,33
48677,015aa732,265,228893,229020,127,Input,q,q,q,205,33
48678,015aa732,266,228957,229013,56,Input,q,q,q,206,33
48679,015aa732,267,229102,229183,81,Input,q,q,q,207,33
48680,015aa732,268,229301,229383,82,Input,q,q,q,208,33
48681,015aa732,269,229773,229892,119,Input,q,q,q,209,33
48682,015aa732,270,229932,230067,135,Input,Space,Space, ,210,33
48683,015aa732,271,230037,230149,112,Input,q,q,q,211,34
48684,015aa732,272,230212,230332,120,Input,q,q,q,212,34
48685,015aa732,273,230407,230612,205,Input,q,q,q,213,34
48686,015aa732,274,230534,230652,118,Input,q,q,q,214,34
48687,015aa732,275,231590,231716,126,Input,Space,Space, ,215,34
48688,015aa732,276,231820,231875,55,Input,q,q,q,216,35
48689,015aa732,277,231900,231988,88,Input,q,q,q,217,35
48690,015aa732,278,233039,233539,500,Remove/Cut,Backspace,Backspace,q,216,35
48691,015aa732,279,233539,233622,83,Remove/Cut,Backspace,Backspace,q,215,34
48692,015aa732,280,233622,233706,84,Remove/Cut,Backspace,Backspace, ,214,34
48693,015aa732,281,233706,233793,87,Remove/Cut,Backspace,Backspace,q,213,34
48694,015aa732,282,233793,233866,73,Remove/Cut,Backspace,Backspace,q,212,34
48695,015aa732,283,234228,234732,504,Remove/Cut,Backspace,Backspace,q,211,34
48696,015aa732,284,234732,234814,82,Remove/Cut,Backspace,Backspace,q,210,33
48697,015aa732,285,234814,234897,83,Remove/Cut,Backspace,Backspace, ,209,33
48698,015aa732,286,234897,234982,85,Remove/Cut,Backspace,Backspace,q,208,33
48699,015aa732,287,234982,235063,81,Remove/Cut,Backspace,Backspace,q,207,33
48700,015aa732,288,235063,235147,84,Remove/Cut,Backspace,Backspace,q,206,33
48701,015aa732,289,235147,235241,94,Remove/Cut,Backspace,Backspace,q,205,33
48702,015aa732,290,235241,235315,74,Remove/Cut,Backspace,Backspace,q,204,33
48703,015aa732,291,235315,235332,17,Remove/Cut,Backspace,Backspace,q,203,32
48704,015aa732,292,235485,235986,501,Remove/Cut,Backspace,Backspace, ,202,32
48705,015aa732,293,235986,236069,83,Remove/Cut,Backspace,Backspace,q,201,32
48706,015aa732,294,236069,236151,82,Remove/Cut,Backspace,Backspace,q,200,32
48707,015aa732,295,236151,236257,106,Remove/Cut,Backspace,Backspace,q,199,32
48708,015aa732,296,236257,236300,43,Remove/Cut,Backspace,Backspace,q,198,32
48709,015aa732,297,236461,236516,55,Remove/Cut,Backspace,Backspace,q,197,32
48710,015aa732,298,236629,236724,95,Remove/Cut,Backspace,Backspace,q,196,31
48711,015aa732,299,236813,236885,72,Remove/Cut,Backspace,Backspace, ,195,31
48712,015aa732,300,236998,237084,86,Remove/Cut,Backspace,Backspace,q,194,31
48713,015aa732,301,237454,237592,138,Remove/Cut,Backspace,Backspace,q,193,30
48714,015aa732,302,239222,239222,0,Nonproduction,Shift,Shift,NoChange,193,30
48715,015aa732,303,239290,239347,57,Input,q,q,q,194,31
48716,015aa732,304,239469,239539,70,Input,q,q,q,195,31
48717,015aa732,305,239533,239644,111,Input,q,q,q,196,31
48718,015aa732,306,239631,239780,149,Input,Space,Space, ,197,31
48719,015aa732,307,239775,239869,94,Input,q,q,q,198,32
48720,015aa732,308,239902,240052,150,Input,q,q,q,199,32
48721,015aa732,309,240000,240060,60,Input,q,q,q,200,32
48722,015aa732,310,240134,240277,143,Input,Space,Space, ,201,32
48723,015aa732,311,240198,240304,106,Input,q,q,q,202,33
48724,015aa732,312,240382,240452,70,Input,q,q,q,203,33
48725,015aa732,313,240598,240699,101,Input,q,q,q,204,33
48726,015aa732,314,243038,243116,78,Remove/Cut,Backspace,Backspace,q,203,33
48727,015aa732,315,243221,243276,55,Remove/Cut,Backspace,Backspace,q,202,33
48728,015aa732,316,243369,243444,75,Remove/Cut,Backspace,Backspace,q,201,32
48729,015aa732,317,243508,243625,117,Input,q,q,q,202,33
48730,015aa732,318,243624,243692,68,Input,q,q,q,203,33
48731,015aa732,319,243822,243877,55,Input,q,q,q,204,33
48732,015aa732,320,244030,244173,143,Input,Space,Space, ,205,33
48733,015aa732,321,251120,251183,63,Input,q,q,q,206,34
48734,015aa732,322,251182,251308,126,Input,q,q,q,207,34
48735,015aa732,323,251295,251392,97,Input,q,q,q,208,34
48736,015aa732,324,251357,251448,91,Input,q,q,q,209,34
48737,015aa732,325,251449,251581,132,Input,Space,Space, ,210,34
48738,015aa732,326,251477,251606,129,Input,q,q,q,211,35
48739,015aa732,327,251551,251623,72,Input,q,q,q,212,35
48740,015aa732,328,251709,251772,63,Input,q,q,q,213,35
48741,015aa732,329,251766,251883,117,Input,q,q,q,214,35
48742,015aa732,330,251892,251956,64,Input,q,q,q,215,35
48743,015aa732,331,252038,252110,72,Input,q,q,q,216,35
48744,015aa732,332,252085,252172,87,Input,q,q,q,217,35
48745,015aa732,333,252166,252351,185,Input,Space,Space, ,218,35
48746,015aa732,334,252271,252399,128,Input,q,q,q,219,36
48747,015aa732,335,252428,252461,33,Input,q,q,q,220,36
48748,015aa732,336,252430,252581,151,Input,q,q,q,221,36
48749,015aa732,337,252558,252687,129,Input,q,q,q,222,36
48750,015aa732,338,252648,252799,151,Input,Space,Space, ,223,36
48751,015aa732,339,252798,252861,63,Input,q,q,q,224,37
48752,015aa732,340,252950,253086,136,Input,q,q,q,225,37
48753,015aa732,341,253071,253117,46,Input,q,q,q,226,37
48754,015aa732,342,253197,253277,80,Input,q,q,q,227,37
48755,015aa732,343,253471,253581,110,Input,q,q,q,228,37
48756,015aa732,344,253710,253859,149,Input,Space,Space, ,229,37
48757,015aa732,345,253845,253917,72,Input,q,q,q,230,38
48758,015aa732,346,253885,254004,119,Input,q,q,q,231,38
48759,015aa732,347,254001,254132,131,Input,Space,Space, ,232,38
48760,015aa732,348,254094,254172,78,Input,q,q,q,233,39
48761,015aa732,349,254141,254221,80,Input,q,q,q,234,39
48762,015aa732,350,254326,254401,75,Input,q,q,q,235,39
48763,015aa732,351,254429,254549,120,Input,Space,Space, ,236,39
48764,015aa732,352,254558,254613,55,Input,q,q,q,237,40
48765,015aa732,353,254606,254678,72,Input,q,q,q,238,40
48766,015aa732,354,255174,255253,79,Input,q,q,q,239,40
48767,015aa732,355,255502,255556,54,Input,',',',240,40
48768,015aa732,356,255574,255668,94,Input,q,q,q,241,40
48769,015aa732,357,255661,255781,120,Input,Space,Space, ,242,40
48770,015aa732,358,255861,255950,89,Input,q,q,q,243,41
48771,015aa732,359,256054,256117,63,Input,q,q,q,244,41
48772,015aa732,360,256214,256268,54,Input,q,q,q,245,41
48773,015aa732,361,256270,256364,94,Input,q,q,q,246,41
48774,015aa732,362,257135,257294,159,Input,Space,Space, ,247,41
48775,015aa732,363,257318,257365,47,Input,q,q,q,248,42
48776,015aa732,364,257454,257544,90,Input,q,q,q,249,42
48777,015aa732,365,257518,257660,142,Input,q,q,q,250,42
48778,015aa732,366,257649,257709,60,Input,q,q,q,251,42
48779,015aa732,367,257701,257813,112,Input,Space,Space, ,252,42
48780,015aa732,368,257789,257884,95,Input,q,q,q,253,43
48781,015aa732,369,257958,258069,111,Input,q,q,q,254,43
48782,015aa732,370,258078,258164,86,Input,q,q,q,255,43
48783,015aa732,371,258157,258268,111,Input,q,q,q,256,43
48784,015aa732,372,258254,258381,127,Input,Space,Space, ,257,43
48785,015aa732,373,258350,258460,110,Input,q,q,q,258,44
48786,015aa732,374,258502,258581,79,Input,q,q,q,259,44
48787,015aa732,375,258669,258829,160,Input,q,q,q,260,44
48788,015aa732,376,258742,258821,79,Input,q,q,q,261,44
48789,015aa732,377,258919,258972,53,Input,q,q,q,262,44
48790,015aa732,378,259062,259149,87,Input,q,q,q,263,44
48791,015aa732,379,259102,259199,97,Input,q,q,q,264,44
48792,015aa732,380,259182,259318,136,Input,Space,Space, ,265,44
48793,015aa732,381,259415,259453,38,Input,q,q,q,266,45
48794,015aa732,382,259639,259709,70,Remove/Cut,Backspace,Backspace,q,265,44
48795,015aa732,383,259718,259805,87,Input,q,q,q,266,45
48796,015aa732,384,259934,260012,78,Input,q,q,q,267,45
48797,015aa732,385,260158,260238,80,Input,q,q,q,268,45
48798,015aa732,386,260253,260349,96,Input,q,q,q,269,45
48799,015aa732,387,260427,260532,105,Input,q,q,q,270,45
48800,015aa732,388,260494,260621,127,Input,q,q,q,271,45
48801,015aa732,389,260654,260718,64,Input,q,q,q,272,45
48802,015aa732,390,260743,260860,117,Input,q,q,q,273,45
48803,015aa732,391,260942,260942,0,Nonproduction,Shift,Shift,NoChange,273,45
48804,015aa732,392,261014,261060,46,Input,?,?,?,274,45
48805,015aa732,393,261631,261758,127,Input,Space,Space, ,275,45
48806,015aa732,394,261977,262029,52,Input,q,q,q,276,46
48807,015aa732,395,262079,262173,94,Input,q,q,q,277,46
48808,015aa732,396,262167,262300,133,Input,Space,Space, ,278,46
48809,015aa732,397,262319,262388,69,Input,q,q,q,279,47
48810,015aa732,398,262460,262580,120,Input,q,q,q,280,47
48811,015aa732,399,262573,262647,74,Input,q,q,q,281,47
48812,015aa732,400,262653,262773,120,Input,Space,Space, ,282,47
48813,015aa732,401,262903,262956,53,Remove/Cut,Backspace,Backspace, ,281,47
48814,015aa732,402,263040,263113,73,Remove/Cut,Backspace,Backspace,q,280,47
48815,015aa732,403,263173,263231,58,Remove/Cut,Backspace,Backspace,q,279,47
48816,015aa732,404,263310,263376,66,Remove/Cut,Backspace,Backspace,q,278,46
48817,015aa732,405,263465,263518,53,Remove/Cut,Backspace,Backspace, ,277,46
48818,015aa732,406,263605,263657,52,Remove/Cut,Backspace,Backspace,q,276,46
48819,015aa732,407,263758,263854,96,Remove/Cut,Backspace,Backspace,q,275,45
48820,015aa732,408,263927,263927,0,Nonproduction,Shift,Shift,NoChange,275,45
48821,015aa732,409,264092,264161,69,Input,q,q,q,276,46
48822,015aa732,410,264190,264265,75,Input,q,q,q,277,46
48823,015aa732,411,264282,264434,152,Input,Space,Space, ,278,46
48824,015aa732,412,264371,264464,93,Input,q,q,q,279,47
48825,015aa732,413,264471,264586,115,Input,q,q,q,280,47
48826,015aa732,414,264617,264679,62,Input,q,q,q,281,47
48827,015aa732,415,264673,264800,127,Input,Space,Space, ,282,47
48828,015aa732,416,264730,264874,144,Input,q,q,q,283,48
48829,015aa732,417,264881,264912,31,Input,q,q,q,284,48
48830,015aa732,418,264976,265089,113,Input,q,q,q,285,48
48831,015aa732,419,265097,265160,63,Input,q,q,q,286,48
48832,015aa732,420,265177,265320,143,Input,Space,Space, ,287,48
